цветочные;floral
пудровые;floral
восточные;amber
амбровые;amber
пряные;amber
гурманские;amber
мускусные;amber
древесные;woody
кожаные;woody
табачные;woody
смолистые;woody
шипровые;woody
фужерные;fresh
фруктовые;fresh
цитрусовые;fresh
акватические;fresh
травяные;fresh
